manudur,rikisfang,atvinnugrein,fjoldi
2023-09,Erlent ríkisfang,"Fiskveiðar, -eldi og -vinnsla",213
2023-10,Erlent ríkisfang,"Fiskveiðar, -eldi og -vinnsla",195
2023-11,Erlent ríkisfang,"Fiskveiðar, -eldi og -vinnsla",207
2023-12,Erlent ríkisfang,"Fiskveiðar, -eldi og -vinnsla",203
2024-01,Erlent ríkisfang,"Fiskveiðar, -eldi og -vinnsla",186
2024-02,Erlent ríkisfang,"Fiskveiðar, -eldi og -vinnsla",201
2024-03,Erlent ríkisfang,"Fiskveiðar, -eldi og -vinnsla",216
2024-04,Erlent ríkisfang,"Fiskveiðar, -eldi og -vinnsla",225
2024-05,Erlent ríkisfang,"Fiskveiðar, -eldi og -vinnsla",254
2024-06,Erlent ríkisfang,"Fiskveiðar, -eldi og -vinnsla",246
2024-07,Erlent ríkisfang,"Fiskveiðar, -eldi og -vinnsla",239
2024-08,Erlent ríkisfang,"Fiskveiðar, -eldi og -vinnsla",231
2024-09,Erlent ríkisfang,"Fiskveiðar, -eldi og -vinnsla",229
2024-10,Erlent ríkisfang,"Fiskveiðar, -eldi og -vinnsla",232
2024-11,Erlent ríkisfang,"Fiskveiðar, -eldi og -vinnsla",231
2024-12,Erlent ríkisfang,"Fiskveiðar, -eldi og -vinnsla",242
2025-01,Erlent ríkisfang,"Fiskveiðar, -eldi og -vinnsla",259
2025-02,Erlent ríkisfang,"Fiskveiðar, -eldi og -vinnsla",278
2025-03,Erlent ríkisfang,"Fiskveiðar, -eldi og -vinnsla",261
2025-04,Erlent ríkisfang,"Fiskveiðar, -eldi og -vinnsla",266
2025-05,Erlent ríkisfang,"Fiskveiðar, -eldi og -vinnsla",240
2025-06,Erlent ríkisfang,"Fiskveiðar, -eldi og -vinnsla",228
2025-07,Erlent ríkisfang,"Fiskveiðar, -eldi og -vinnsla",232
2025-08,Erlent ríkisfang,"Fiskveiðar, -eldi og -vinnsla",233
2025-09,Erlent ríkisfang,"Fiskveiðar, -eldi og -vinnsla",219
2025-10,Erlent ríkisfang,"Fiskveiðar, -eldi og -vinnsla",216
2025-11,Erlent ríkisfang,"Fiskveiðar, -eldi og -vinnsla",235
2025-12,Erlent ríkisfang,"Fiskveiðar, -eldi og -vinnsla",265
2026-01,Erlent ríkisfang,"Fiskveiðar, -eldi og -vinnsla",247
2026-02,Erlent ríkisfang,"Fiskveiðar, -eldi og -vinnsla",233
2026-03,Erlent ríkisfang,"Fiskveiðar, -eldi og -vinnsla",241
2000-02,Erlent ríkisfang,Iðnaður,18
2000-03,Erlent ríkisfang,Iðnaður,13
2000-04,Erlent ríkisfang,Iðnaður,16
2000-05,Erlent ríkisfang,Iðnaður,15
2000-06,Erlent ríkisfang,Iðnaður,20
2000-07,Erlent ríkisfang,Iðnaður,18
2000-08,Erlent ríkisfang,Iðnaður,17
2000-09,Erlent ríkisfang,Iðnaður,12
2000-10,Erlent ríkisfang,Iðnaður,12
2000-11,Erlent ríkisfang,Iðnaður,15
2000-12,Erlent ríkisfang,Iðnaður,11
2001-01,Erlent ríkisfang,Iðnaður,16
2001-02,Erlent ríkisfang,Iðnaður,15
2001-03,Erlent ríkisfang,Iðnaður,18
2001-04,Erlent ríkisfang,Iðnaður,25
2001-05,Erlent ríkisfang,Iðnaður,25
2001-06,Erlent ríkisfang,Iðnaður,20
2001-07,Erlent ríkisfang,Iðnaður,20
2001-08,Erlent ríkisfang,Iðnaður,17
2001-09,Erlent ríkisfang,Iðnaður,19
2001-10,Erlent ríkisfang,Iðnaður,26
2001-11,Erlent ríkisfang,Iðnaður,26
2001-12,Erlent ríkisfang,Iðnaður,25
2002-01,Erlent ríkisfang,Iðnaður,38
2002-02,Erlent ríkisfang,Iðnaður,41
2002-03,Erlent ríkisfang,Iðnaður,52
2002-04,Erlent ríkisfang,Iðnaður,50
2002-05,Erlent ríkisfang,Iðnaður,46
2002-06,Erlent ríkisfang,Iðnaður,43
2002-07,Erlent ríkisfang,Iðnaður,38
2002-08,Erlent ríkisfang,Iðnaður,33
2002-09,Erlent ríkisfang,Iðnaður,38
2002-10,Erlent ríkisfang,Iðnaður,40
2002-11,Erlent ríkisfang,Iðnaður,40
2002-12,Erlent ríkisfang,Iðnaður,47
2003-01,Erlent ríkisfang,Iðnaður,51
2003-02,Erlent ríkisfang,Iðnaður,55
2003-03,Erlent ríkisfang,Iðnaður,56
2003-04,Erlent ríkisfang,Iðnaður,51
2003-05,Erlent ríkisfang,Iðnaður,47
2003-06,Erlent ríkisfang,Iðnaður,40
2003-07,Erlent ríkisfang,Iðnaður,41
2003-08,Erlent ríkisfang,Iðnaður,43
2003-09,Erlent ríkisfang,Iðnaður,42
2003-10,Erlent ríkisfang,Iðnaður,41
2003-11,Erlent ríkisfang,Iðnaður,47
2003-12,Erlent ríkisfang,Iðnaður,49
2004-01,Erlent ríkisfang,Iðnaður,49
2004-02,Erlent ríkisfang,Iðnaður,53
2004-03,Erlent ríkisfang,Iðnaður,51
2004-04,Erlent ríkisfang,Iðnaður,48
2004-05,Erlent ríkisfang,Iðnaður,40
2004-06,Erlent ríkisfang,Iðnaður,38
2004-07,Erlent ríkisfang,Iðnaður,30
2004-08,Erlent ríkisfang,Iðnaður,32
2004-09,Erlent ríkisfang,Iðnaður,32
2004-10,Erlent ríkisfang,Iðnaður,32
2004-11,Erlent ríkisfang,Iðnaður,34
2004-12,Erlent ríkisfang,Iðnaður,30
2005-01,Erlent ríkisfang,Iðnaður,34
2005-02,Erlent ríkisfang,Iðnaður,31
2005-03,Erlent ríkisfang,Iðnaður,34
2005-04,Erlent ríkisfang,Iðnaður,29
2005-05,Erlent ríkisfang,Iðnaður,26
2005-06,Erlent ríkisfang,Iðnaður,21
2005-07,Erlent ríkisfang,Iðnaður,17
2005-08,Erlent ríkisfang,Iðnaður,22
2005-09,Erlent ríkisfang,Iðnaður,23
2005-10,Erlent ríkisfang,Iðnaður,22
2005-11,Erlent ríkisfang,Iðnaður,23
2005-12,Erlent ríkisfang,Iðnaður,22
2006-01,Erlent ríkisfang,Iðnaður,23
2006-02,Erlent ríkisfang,Iðnaður,22
2006-03,Erlent ríkisfang,Iðnaður,21
2006-04,Erlent ríkisfang,Iðnaður,17
2006-05,Erlent ríkisfang,Iðnaður,16
2006-06,Erlent ríkisfang,Iðnaður,15
2006-07,Erlent ríkisfang,Iðnaður,12
2006-08,Erlent ríkisfang,Iðnaður,10
2006-09,Erlent ríkisfang,Iðnaður,13
2006-10,Erlent ríkisfang,Iðnaður,12
2006-11,Erlent ríkisfang,Iðnaður,17
2006-12,Erlent ríkisfang,Iðnaður,17
2007-01,Erlent ríkisfang,Iðnaður,20
2007-02,Erlent ríkisfang,Iðnaður,14
2007-03,Erlent ríkisfang,Iðnaður,13
2007-04,Erlent ríkisfang,Iðnaður,11
2007-05,Erlent ríkisfang,Iðnaður,12
2007-06,Erlent ríkisfang,Iðnaður,10
2007-07,Erlent ríkisfang,Iðnaður,9
2007-08,Erlent ríkisfang,Iðnaður,14
2007-09,Erlent ríkisfang,Iðnaður,14
2007-10,Erlent ríkisfang,Iðnaður,14
2007-11,Erlent ríkisfang,Iðnaður,14
2007-12,Erlent ríkisfang,Iðnaður,16
2008-01,Erlent ríkisfang,Iðnaður,17
2008-02,Erlent ríkisfang,Iðnaður,22
2008-03,Erlent ríkisfang,Iðnaður,26
2008-04,Erlent ríkisfang,Iðnaður,23
2008-05,Erlent ríkisfang,Iðnaður,26
2008-06,Erlent ríkisfang,Iðnaður,20
2008-07,Erlent ríkisfang,Iðnaður,22
2008-08,Erlent ríkisfang,Iðnaður,29
2008-09,Erlent ríkisfang,Iðnaður,36
2008-10,Erlent ríkisfang,Iðnaður,79
2008-11,Erlent ríkisfang,Iðnaður,116
2008-12,Erlent ríkisfang,Iðnaður,173
2009-01,Erlent ríkisfang,Iðnaður,226
2009-02,Erlent ríkisfang,Iðnaður,274
2009-03,Erlent ríkisfang,Iðnaður,284
2009-04,Erlent ríkisfang,Iðnaður,269
2009-05,Erlent ríkisfang,Iðnaður,256
2009-06,Erlent ríkisfang,Iðnaður,231
2009-07,Erlent ríkisfang,Iðnaður,217
2009-08,Erlent ríkisfang,Iðnaður,195
2009-09,Erlent ríkisfang,Iðnaður,199
2009-10,Erlent ríkisfang,Iðnaður,207
2009-11,Erlent ríkisfang,Iðnaður,213
2009-12,Erlent ríkisfang,Iðnaður,245
2010-01,Erlent ríkisfang,Iðnaður,271
2010-02,Erlent ríkisfang,Iðnaður,303
2010-03,Erlent ríkisfang,Iðnaður,305
2010-04,Erlent ríkisfang,Iðnaður,291
2010-05,Erlent ríkisfang,Iðnaður,289
2010-06,Erlent ríkisfang,Iðnaður,255
2010-07,Erlent ríkisfang,Iðnaður,235
2010-08,Erlent ríkisfang,Iðnaður,234
2010-09,Erlent ríkisfang,Iðnaður,246
2010-10,Erlent ríkisfang,Iðnaður,262
2010-11,Erlent ríkisfang,Iðnaður,277
2010-12,Erlent ríkisfang,Iðnaður,277
2011-01,Erlent ríkisfang,Iðnaður,292
2011-02,Erlent ríkisfang,Iðnaður,288
2011-03,Erlent ríkisfang,Iðnaður,301
2011-04,Erlent ríkisfang,Iðnaður,280
2011-05,Erlent ríkisfang,Iðnaður,269
2011-06,Erlent ríkisfang,Iðnaður,221
2011-07,Erlent ríkisfang,Iðnaður,214
2011-08,Erlent ríkisfang,Iðnaður,213
2011-09,Erlent ríkisfang,Iðnaður,207
2011-10,Erlent ríkisfang,Iðnaður,226
2011-11,Erlent ríkisfang,Iðnaður,240
2011-12,Erlent ríkisfang,Iðnaður,246
2012-01,Erlent ríkisfang,Iðnaður,251
2012-02,Erlent ríkisfang,Iðnaður,248
2012-03,Erlent ríkisfang,Iðnaður,248
2012-04,Erlent ríkisfang,Iðnaður,227
2012-05,Erlent ríkisfang,Iðnaður,209
2012-06,Erlent ríkisfang,Iðnaður,191
2012-07,Erlent ríkisfang,Iðnaður,174
2012-08,Erlent ríkisfang,Iðnaður,185
2012-09,Erlent ríkisfang,Iðnaður,186
2012-10,Erlent ríkisfang,Iðnaður,185
2012-11,Erlent ríkisfang,Iðnaður,195
2012-12,Erlent ríkisfang,Iðnaður,190
2013-01,Erlent ríkisfang,Iðnaður,189
2013-02,Erlent ríkisfang,Iðnaður,190
2013-03,Erlent ríkisfang,Iðnaður,186
2013-04,Erlent ríkisfang,Iðnaður,182
2013-05,Erlent ríkisfang,Iðnaður,176
2013-06,Erlent ríkisfang,Iðnaður,149
2013-07,Erlent ríkisfang,Iðnaður,147
2013-08,Erlent ríkisfang,Iðnaður,144
2013-09,Erlent ríkisfang,Iðnaður,139
2013-10,Erlent ríkisfang,Iðnaður,137
2013-11,Erlent ríkisfang,Iðnaður,135
2013-12,Erlent ríkisfang,Iðnaður,147
2014-01,Erlent ríkisfang,Iðnaður,165
2014-02,Erlent ríkisfang,Iðnaður,157
2014-03,Erlent ríkisfang,Iðnaður,148
2014-04,Erlent ríkisfang,Iðnaður,143
2014-05,Erlent ríkisfang,Iðnaður,140
2014-06,Erlent ríkisfang,Iðnaður,132
2014-07,Erlent ríkisfang,Iðnaður,127
2014-08,Erlent ríkisfang,Iðnaður,126
2014-09,Erlent ríkisfang,Iðnaður,115
2014-10,Erlent ríkisfang,Iðnaður,136
2014-11,Erlent ríkisfang,Iðnaður,143
2014-12,Erlent ríkisfang,Iðnaður,143
2015-01,Erlent ríkisfang,Iðnaður,151
2015-02,Erlent ríkisfang,Iðnaður,139
2015-03,Erlent ríkisfang,Iðnaður,137
2015-04,Erlent ríkisfang,Iðnaður,139
2015-05,Erlent ríkisfang,Iðnaður,122
2015-06,Erlent ríkisfang,Iðnaður,112
2015-07,Erlent ríkisfang,Iðnaður,110
2015-08,Erlent ríkisfang,Iðnaður,97
2015-09,Erlent ríkisfang,Iðnaður,96
2015-10,Erlent ríkisfang,Iðnaður,102
2015-11,Erlent ríkisfang,Iðnaður,101
2015-12,Erlent ríkisfang,Iðnaður,109
2016-01,Erlent ríkisfang,Iðnaður,106
2016-02,Erlent ríkisfang,Iðnaður,108
2016-03,Erlent ríkisfang,Iðnaður,104
2016-04,Erlent ríkisfang,Iðnaður,99
2016-05,Erlent ríkisfang,Iðnaður,91
2016-06,Erlent ríkisfang,Iðnaður,85
2016-07,Erlent ríkisfang,Iðnaður,84
2016-08,Erlent ríkisfang,Iðnaður,85
2016-09,Erlent ríkisfang,Iðnaður,78
2016-10,Erlent ríkisfang,Iðnaður,82
2016-11,Erlent ríkisfang,Iðnaður,86
2016-12,Erlent ríkisfang,Iðnaður,93
2017-01,Erlent ríkisfang,Iðnaður,113
2017-02,Erlent ríkisfang,Iðnaður,124
2017-03,Erlent ríkisfang,Iðnaður,118
2017-04,Erlent ríkisfang,Iðnaður,125
2017-05,Erlent ríkisfang,Iðnaður,107
2017-06,Erlent ríkisfang,Iðnaður,101
2017-07,Erlent ríkisfang,Iðnaður,125
2017-08,Erlent ríkisfang,Iðnaður,115
2017-09,Erlent ríkisfang,Iðnaður,105
2017-10,Erlent ríkisfang,Iðnaður,109
2017-11,Erlent ríkisfang,Iðnaður,118
2017-12,Erlent ríkisfang,Iðnaður,125
2018-01,Erlent ríkisfang,Iðnaður,148
2018-02,Erlent ríkisfang,Iðnaður,151
2018-03,Erlent ríkisfang,Iðnaður,157
2018-04,Erlent ríkisfang,Iðnaður,164
2018-05,Erlent ríkisfang,Iðnaður,161
2018-06,Erlent ríkisfang,Iðnaður,151
2018-07,Erlent ríkisfang,Iðnaður,149
2018-08,Erlent ríkisfang,Iðnaður,151
2018-09,Erlent ríkisfang,Iðnaður,149
2018-10,Erlent ríkisfang,Iðnaður,164
2018-11,Erlent ríkisfang,Iðnaður,192
2018-12,Erlent ríkisfang,Iðnaður,199
2019-01,Erlent ríkisfang,Iðnaður,221
2019-02,Erlent ríkisfang,Iðnaður,239
2019-03,Erlent ríkisfang,Iðnaður,240
2019-04,Erlent ríkisfang,Iðnaður,253
2019-05,Erlent ríkisfang,Iðnaður,272
2019-06,Erlent ríkisfang,Iðnaður,267
2019-07,Erlent ríkisfang,Iðnaður,268
2019-08,Erlent ríkisfang,Iðnaður,261
2019-09,Erlent ríkisfang,Iðnaður,266
2019-10,Erlent ríkisfang,Iðnaður,289
2019-11,Erlent ríkisfang,Iðnaður,317
2019-12,Erlent ríkisfang,Iðnaður,335
2020-01,Erlent ríkisfang,Iðnaður,378
2020-02,Erlent ríkisfang,Iðnaður,377
2020-03,Erlent ríkisfang,Iðnaður,392
2020-04,Erlent ríkisfang,Iðnaður,1257
2020-05,Erlent ríkisfang,Iðnaður,833
2020-06,Erlent ríkisfang,Iðnaður,631
2020-07,Erlent ríkisfang,Iðnaður,588
2020-08,Erlent ríkisfang,Iðnaður,594
2020-09,Erlent ríkisfang,Iðnaður,625
2020-10,Erlent ríkisfang,Iðnaður,675
2020-11,Erlent ríkisfang,Iðnaður,711
2020-12,Erlent ríkisfang,Iðnaður,743
2021-01,Erlent ríkisfang,Iðnaður,744
2021-02,Erlent ríkisfang,Iðnaður,730
2021-03,Erlent ríkisfang,Iðnaður,714
2021-04,Erlent ríkisfang,Iðnaður,719
2021-05,Erlent ríkisfang,Iðnaður,648
2021-06,Erlent ríkisfang,Iðnaður,517
2021-07,Erlent ríkisfang,Iðnaður,464
2021-08,Erlent ríkisfang,Iðnaður,414
2021-09,Erlent ríkisfang,Iðnaður,376
2021-10,Erlent ríkisfang,Iðnaður,378
2021-11,Erlent ríkisfang,Iðnaður,370
2021-12,Erlent ríkisfang,Iðnaður,399
2022-01,Erlent ríkisfang,Iðnaður,414
2022-02,Erlent ríkisfang,Iðnaður,422
2022-03,Erlent ríkisfang,Iðnaður,404
2022-04,Erlent ríkisfang,Iðnaður,371
2022-05,Erlent ríkisfang,Iðnaður,305
2022-06,Erlent ríkisfang,Iðnaður,304
2022-07,Erlent ríkisfang,Iðnaður,297
2022-08,Erlent ríkisfang,Iðnaður,297
2022-09,Erlent ríkisfang,Iðnaður,288
2022-10,Erlent ríkisfang,Iðnaður,287
2022-11,Erlent ríkisfang,Iðnaður,290
2022-12,Erlent ríkisfang,Iðnaður,289
2023-01,Erlent ríkisfang,Iðnaður,307
2023-02,Erlent ríkisfang,Iðnaður,294
2023-03,Erlent ríkisfang,Iðnaður,300
2023-04,Erlent ríkisfang,Iðnaður,304
2023-05,Erlent ríkisfang,Iðnaður,294
2023-06,Erlent ríkisfang,Iðnaður,283
2023-07,Erlent ríkisfang,Iðnaður,270
2023-08,Erlent ríkisfang,Iðnaður,281
2023-09,Erlent ríkisfang,Iðnaður,279
2023-10,Erlent ríkisfang,Iðnaður,293
2023-11,Erlent ríkisfang,Iðnaður,324
2023-12,Erlent ríkisfang,Iðnaður,344
2024-01,Erlent ríkisfang,Iðnaður,363
2024-02,Erlent ríkisfang,Iðnaður,370
2024-03,Erlent ríkisfang,Iðnaður,383
2024-04,Erlent ríkisfang,Iðnaður,384
2024-05,Erlent ríkisfang,Iðnaður,371
2024-06,Erlent ríkisfang,Iðnaður,345
2024-07,Erlent ríkisfang,Iðnaður,353
2024-08,Erlent ríkisfang,Iðnaður,340
2024-09,Erlent ríkisfang,Iðnaður,342
2024-10,Erlent ríkisfang,Iðnaður,346
2024-11,Erlent ríkisfang,Iðnaður,368
2024-12,Erlent ríkisfang,Iðnaður,407
2025-01,Erlent ríkisfang,Iðnaður,442
2025-02,Erlent ríkisfang,Iðnaður,442
2025-03,Erlent ríkisfang,Iðnaður,428
2025-04,Erlent ríkisfang,Iðnaður,420
2025-05,Erlent ríkisfang,Iðnaður,408
2025-06,Erlent ríkisfang,Iðnaður,398
2025-07,Erlent ríkisfang,Iðnaður,408
2025-08,Erlent ríkisfang,Iðnaður,415
2025-09,Erlent ríkisfang,Iðnaður,425
2025-10,Erlent ríkisfang,Iðnaður,454
2025-11,Erlent ríkisfang,Iðnaður,501
2025-12,Erlent ríkisfang,Iðnaður,545
2026-01,Erlent ríkisfang,Iðnaður,552
2026-02,Erlent ríkisfang,Iðnaður,540
2026-03,Erlent ríkisfang,Iðnaður,516
2000-02,Erlent ríkisfang,Sorp og veitur,2
2000-03,Erlent ríkisfang,Sorp og veitur,2
2000-04,Erlent ríkisfang,Sorp og veitur,3
2000-05,Erlent ríkisfang,Sorp og veitur,2
2000-06,Erlent ríkisfang,Sorp og veitur,2
2000-07,Erlent ríkisfang,Sorp og veitur,2
2000-08,Erlent ríkisfang,Sorp og veitur,1
2000-09,Erlent ríkisfang,Sorp og veitur,1
2000-10,Erlent ríkisfang,Sorp og veitur,1
2000-11,Erlent ríkisfang,Sorp og veitur,1
2000-12,Erlent ríkisfang,Sorp og veitur,1
2001-01,Erlent ríkisfang,Sorp og veitur,1
2001-02,Erlent ríkisfang,Sorp og veitur,1
2001-05,Erlent ríkisfang,Sorp og veitur,1
2001-06,Erlent ríkisfang,Sorp og veitur,1
2001-07,Erlent ríkisfang,Sorp og veitur,1
2001-08,Erlent ríkisfang,Sorp og veitur,1
2001-09,Erlent ríkisfang,Sorp og veitur,1
2001-10,Erlent ríkisfang,Sorp og veitur,1
2001-11,Erlent ríkisfang,Sorp og veitur,1
2001-12,Erlent ríkisfang,Sorp og veitur,1
2002-01,Erlent ríkisfang,Sorp og veitur,2
2002-02,Erlent ríkisfang,Sorp og veitur,3
2002-03,Erlent ríkisfang,Sorp og veitur,3
2002-04,Erlent ríkisfang,Sorp og veitur,2
2002-05,Erlent ríkisfang,Sorp og veitur,2
2002-06,Erlent ríkisfang,Sorp og veitur,2
2002-07,Erlent ríkisfang,Sorp og veitur,2
2002-08,Erlent ríkisfang,Sorp og veitur,2
2002-09,Erlent ríkisfang,Sorp og veitur,2
2002-10,Erlent ríkisfang,Sorp og veitur,1
2002-11,Erlent ríkisfang,Sorp og veitur,1
2002-12,Erlent ríkisfang,Sorp og veitur,1
2003-01,Erlent ríkisfang,Sorp og veitur,3
2003-02,Erlent ríkisfang,Sorp og veitur,3
2003-03,Erlent ríkisfang,Sorp og veitur,3
2003-04,Erlent ríkisfang,Sorp og veitur,3
2003-05,Erlent ríkisfang,Sorp og veitur,3
2003-06,Erlent ríkisfang,Sorp og veitur,1
2003-07,Erlent ríkisfang,Sorp og veitur,2
2003-08,Erlent ríkisfang,Sorp og veitur,3
2003-09,Erlent ríkisfang,Sorp og veitur,3
2003-10,Erlent ríkisfang,Sorp og veitur,2
2003-11,Erlent ríkisfang,Sorp og veitur,1
2003-12,Erlent ríkisfang,Sorp og veitur,2
2004-01,Erlent ríkisfang,Sorp og veitur,3
2004-02,Erlent ríkisfang,Sorp og veitur,3
2004-03,Erlent ríkisfang,Sorp og veitur,3
2004-04,Erlent ríkisfang,Sorp og veitur,2
2004-05,Erlent ríkisfang,Sorp og veitur,4
2004-06,Erlent ríkisfang,Sorp og veitur,3
2004-07,Erlent ríkisfang,Sorp og veitur,3
2004-08,Erlent ríkisfang,Sorp og veitur,2
2004-09,Erlent ríkisfang,Sorp og veitur,3
2004-10,Erlent ríkisfang,Sorp og veitur,3
2004-11,Erlent ríkisfang,Sorp og veitur,4
2004-12,Erlent ríkisfang,Sorp og veitur,2
2005-01,Erlent ríkisfang,Sorp og veitur,2
2005-02,Erlent ríkisfang,Sorp og veitur,3
2005-03,Erlent ríkisfang,Sorp og veitur,2
2005-04,Erlent ríkisfang,Sorp og veitur,2
2005-05,Erlent ríkisfang,Sorp og veitur,2
2005-06,Erlent ríkisfang,Sorp og veitur,2
2005-07,Erlent ríkisfang,Sorp og veitur,2
2005-08,Erlent ríkisfang,Sorp og veitur,1
2005-09,Erlent ríkisfang,Sorp og veitur,1
2005-10,Erlent ríkisfang,Sorp og veitur,1
2005-11,Erlent ríkisfang,Sorp og veitur,1
2005-12,Erlent ríkisfang,Sorp og veitur,1
2006-01,Erlent ríkisfang,Sorp og veitur,1
2006-02,Erlent ríkisfang,Sorp og veitur,1
2006-03,Erlent ríkisfang,Sorp og veitur,1
2006-04,Erlent ríkisfang,Sorp og veitur,1
2006-05,Erlent ríkisfang,Sorp og veitur,1
2006-06,Erlent ríkisfang,Sorp og veitur,1
2006-07,Erlent ríkisfang,Sorp og veitur,1
2006-08,Erlent ríkisfang,Sorp og veitur,1
2006-09,Erlent ríkisfang,Sorp og veitur,1
2006-10,Erlent ríkisfang,Sorp og veitur,1
2006-11,Erlent ríkisfang,Sorp og veitur,1
2006-12,Erlent ríkisfang,Sorp og veitur,1
2007-01,Erlent ríkisfang,Sorp og veitur,1
2007-02,Erlent ríkisfang,Sorp og veitur,1
2007-03,Erlent ríkisfang,Sorp og veitur,1
2007-04,Erlent ríkisfang,Sorp og veitur,1
2007-05,Erlent ríkisfang,Sorp og veitur,1
2007-06,Erlent ríkisfang,Sorp og veitur,1
2007-07,Erlent ríkisfang,Sorp og veitur,1
2007-08,Erlent ríkisfang,Sorp og veitur,1
2007-09,Erlent ríkisfang,Sorp og veitur,1
2007-10,Erlent ríkisfang,Sorp og veitur,1
2007-11,Erlent ríkisfang,Sorp og veitur,1
2008-10,Erlent ríkisfang,Sorp og veitur,1
2008-11,Erlent ríkisfang,Sorp og veitur,3
2008-12,Erlent ríkisfang,Sorp og veitur,4
2009-01,Erlent ríkisfang,Sorp og veitur,6
2009-02,Erlent ríkisfang,Sorp og veitur,7
2009-03,Erlent ríkisfang,Sorp og veitur,7
2009-04,Erlent ríkisfang,Sorp og veitur,8
2009-05,Erlent ríkisfang,Sorp og veitur,7
2009-06,Erlent ríkisfang,Sorp og veitur,5
2009-07,Erlent ríkisfang,Sorp og veitur,5
2009-08,Erlent ríkisfang,Sorp og veitur,6
2009-09,Erlent ríkisfang,Sorp og veitur,6
2009-10,Erlent ríkisfang,Sorp og veitur,7
2009-11,Erlent ríkisfang,Sorp og veitur,9
2009-12,Erlent ríkisfang,Sorp og veitur,9
2010-01,Erlent ríkisfang,Sorp og veitur,9
2010-02,Erlent ríkisfang,Sorp og veitur,12
2010-03,Erlent ríkisfang,Sorp og veitur,12
2010-04,Erlent ríkisfang,Sorp og veitur,10
2010-05,Erlent ríkisfang,Sorp og veitur,11
2010-06,Erlent ríkisfang,Sorp og veitur,8
2010-07,Erlent ríkisfang,Sorp og veitur,11
2010-08,Erlent ríkisfang,Sorp og veitur,16
2010-09,Erlent ríkisfang,Sorp og veitur,19
2010-10,Erlent ríkisfang,Sorp og veitur,14
2010-11,Erlent ríkisfang,Sorp og veitur,17
2010-12,Erlent ríkisfang,Sorp og veitur,16
2011-01,Erlent ríkisfang,Sorp og veitur,19
2011-02,Erlent ríkisfang,Sorp og veitur,20
2011-03,Erlent ríkisfang,Sorp og veitur,22
2011-04,Erlent ríkisfang,Sorp og veitur,23
2011-05,Erlent ríkisfang,Sorp og veitur,22
2011-06,Erlent ríkisfang,Sorp og veitur,20
2011-07,Erlent ríkisfang,Sorp og veitur,15
2011-08,Erlent ríkisfang,Sorp og veitur,18
2011-09,Erlent ríkisfang,Sorp og veitur,16
2011-10,Erlent ríkisfang,Sorp og veitur,17
2011-11,Erlent ríkisfang,Sorp og veitur,18
2011-12,Erlent ríkisfang,Sorp og veitur,23
2012-01,Erlent ríkisfang,Sorp og veitur,30
2012-02,Erlent ríkisfang,Sorp og veitur,30
2012-03,Erlent ríkisfang,Sorp og veitur,28
2012-04,Erlent ríkisfang,Sorp og veitur,23
2012-05,Erlent ríkisfang,Sorp og veitur,18
2012-06,Erlent ríkisfang,Sorp og veitur,14
2012-07,Erlent ríkisfang,Sorp og veitur,13
2012-08,Erlent ríkisfang,Sorp og veitur,11
2012-09,Erlent ríkisfang,Sorp og veitur,10
2012-10,Erlent ríkisfang,Sorp og veitur,12
2012-11,Erlent ríkisfang,Sorp og veitur,12
2012-12,Erlent ríkisfang,Sorp og veitur,9
2013-01,Erlent ríkisfang,Sorp og veitur,13
2013-02,Erlent ríkisfang,Sorp og veitur,14
2013-03,Erlent ríkisfang,Sorp og veitur,15
2013-04,Erlent ríkisfang,Sorp og veitur,13
2013-05,Erlent ríkisfang,Sorp og veitur,11
2013-06,Erlent ríkisfang,Sorp og veitur,12
2013-07,Erlent ríkisfang,Sorp og veitur,10
2013-08,Erlent ríkisfang,Sorp og veitur,9
2013-09,Erlent ríkisfang,Sorp og veitur,10
2013-10,Erlent ríkisfang,Sorp og veitur,10
2013-11,Erlent ríkisfang,Sorp og veitur,10
2013-12,Erlent ríkisfang,Sorp og veitur,10
2014-01,Erlent ríkisfang,Sorp og veitur,12
2014-02,Erlent ríkisfang,Sorp og veitur,16
2014-03,Erlent ríkisfang,Sorp og veitur,14
2014-04,Erlent ríkisfang,Sorp og veitur,14
2014-05,Erlent ríkisfang,Sorp og veitur,14
2014-06,Erlent ríkisfang,Sorp og veitur,11
2014-07,Erlent ríkisfang,Sorp og veitur,8
2014-08,Erlent ríkisfang,Sorp og veitur,12
2014-09,Erlent ríkisfang,Sorp og veitur,15
2014-10,Erlent ríkisfang,Sorp og veitur,14
2014-11,Erlent ríkisfang,Sorp og veitur,16
2014-12,Erlent ríkisfang,Sorp og veitur,17
2015-01,Erlent ríkisfang,Sorp og veitur,24
2015-02,Erlent ríkisfang,Sorp og veitur,24
2015-03,Erlent ríkisfang,Sorp og veitur,25
2015-04,Erlent ríkisfang,Sorp og veitur,19
2015-05,Erlent ríkisfang,Sorp og veitur,17
2015-06,Erlent ríkisfang,Sorp og veitur,13
2015-07,Erlent ríkisfang,Sorp og veitur,10
2015-08,Erlent ríkisfang,Sorp og veitur,9
2015-09,Erlent ríkisfang,Sorp og veitur,11
2015-10,Erlent ríkisfang,Sorp og veitur,12
2015-11,Erlent ríkisfang,Sorp og veitur,10
2015-12,Erlent ríkisfang,Sorp og veitur,9
2016-01,Erlent ríkisfang,Sorp og veitur,5
